timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,position,date,name,team,opponent,birthdate,id,aged,pim,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,decision,savePercentage,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,shutout
920,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-1,790,130,0,D,2023-10-19,Justin Schultz,SEA,CAR,1990-07-06,ID8474602,12158,0,0,0,0,0,0,0,0,,,,,,0
1168,0,0,2,0,0,0,4,33.33,4,12,0,0,0,0,0,-1,1015,153,0,C,2023-10-19,Mason McTavish,ANA,DAL,2003-01-30,ID8482745,7567,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Nate Schmidt,WPG,VGK,1991-07-16,ID8477220,11783,0,0,0,0,0,0,0,0,,,,,,0
1260,1,0,2,0,0,1,0,42.86,9,21,1,0,0,0,1,-3,1163,97,0,C,2023-10-19,Mark Scheifele,WPG,VGK,1993-03-15,ID8476460,11175,0,0,0,0,0,0,0,0,,,,,,0
962,2,0,2,0,0,1,0,,0,0,1,0,0,0,0,-1,867,95,0,LW,2023-10-19,Nikolaj Ehlers,WPG,VGK,1996-02-14,ID8477940,10109,0,0,0,0,0,0,0,0,,,,,,0
1222,0,0,3,3,0,0,0,,0,0,0,1,0,0,4,-1,1094,0,128,D,2023-10-19,Brenden Dillon,WPG,VGK,1990-11-13,ID8475455,12028,0,0,0,0,0,0,0,0,,,,,,0
680,0,0,3,1,0,0,0,33.33,1,3,1,0,0,0,0,0,579,41,60,C,2023-10-19,Rasmus Kupari,WPG,VGK,2000-03-15,ID8480845,8618,0,0,0,0,0,0,0,0,,,,,,0
641,0,0,1,0,0,0,0,66.67,2,3,1,0,0,0,2,0,641,0,0,C,2023-10-19,David Gustafsson,WPG,VGK,2000-04-11,ID8481019,8591,0,0,0,0,0,0,0,0,,,,,,0
1394,1,0,3,3,0,0,0,,0,0,0,1,0,0,2,0,1307,87,0,D,2023-10-19,Josh Morrissey,WPG,VGK,1995-03-28,ID8477504,10432,0,0,0,0,0,0,0,0,,,,,,0
3564,0,0,26,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-19,Laurent Brossoit,WPG,VGK,1993-03-23,ID8476316,11167,0,22,2,0,20,0,22,4,L,84.61538461538461,50.0,,90.9090909090909,0
877,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,824,53,0,RW,2023-10-19,Nino Niederreiter,WPG,VGK,1992-09-08,ID8475799,11363,0,0,0,0,0,0,0,0,,,,,,0
1141,0,0,2,0,0,0,0,,0,0,0,0,0,0,1,1,1064,0,77,D,2023-10-19,Tyler Tucker,STL,ARI,2000-03-01,ID8481006,8632,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Scott Perunovich,STL,ARI,1998-08-18,ID8481059,9193,0,0,0,0,0,0,0,0,,,,,,0
653,0,0,1,3,0,0,0,0.0,0,4,0,0,0,0,1,-1,653,0,0,C,2023-10-19,Nikita Alexandrov,STL,ARI,2000-09-16,ID8481543,8433,0,0,0,0,0,0,0,0,,,,,,0
3589,0,0,42,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-19,Joel Hofer,STL,ARI,2000-07-30,ID8480981,8481,0,36,3,2,31,2,34,6,L,85.71428571428571,50.0,100.0,91.17647058823529,0
1135,0,0,1,0,0,0,0,,0,0,2,1,0,0,2,-2,1067,0,68,C,2023-10-19,Mason Appleton,WPG,VGK,1996-01-15,ID8478891,10139,0,0,0,0,0,0,0,0,,,,,,0
989,0,0,1,0,0,0,0,64.0,16,25,2,3,0,0,0,-1,802,120,67,C,2023-10-19,Robert Thomas,STL,ARI,1999-07-02,ID8480023,8875,0,0,0,0,0,0,0,0,,,,,,0
936,0,0,2,0,0,0,0,,0,0,1,0,0,0,0,-1,829,107,0,C,2023-10-19,Jordan Kyrou,STL,ARI,1998-05-05,ID8479385,9298,0,0,0,0,0,0,0,0,,,,,,0
1002,0,0,1,4,0,0,0,46.15,6,13,1,0,0,0,0,0,825,109,68,C,2023-10-19,Brayden Schenn,STL,ARI,1991-08-22,ID8475170,11746,0,0,0,0,0,0,0,0,,,,,,0
1187,0,0,1,1,0,0,0,,0,0,2,1,0,0,3,-1,1106,0,81,D,2023-10-19,Nick Leddy,STL,ARI,1991-03-20,ID8475181,11901,0,0,0,0,0,0,0,0,,,,,,0
1280,0,0,2,0,0,0,0,,0,0,0,1,0,0,2,0,1124,0,156,D,2023-10-19,Colton Parayko,STL,ARI,1993-05-12,ID8476892,11117,0,0,0,0,0,0,0,0,,,,,,0
1151,0,0,1,0,0,0,0,,0,0,0,0,0,0,3,-1,932,120,99,D,2023-10-19,Torey Krug,STL,ARI,1991-04-12,ID8476792,11878,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Robert Bortuzzo,STL,ARI,1989-03-18,ID8474145,12633,0,0,0,0,0,0,0,0,,,,,,0
946,1,0,0,0,0,0,0,37.5,6,16,2,0,0,0,0,1,815,131,0,RW,2023-10-19,Kevin Hayes,STL,ARI,1992-05-08,ID8475763,11486,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Pavel Buchnevich,STL,ARI,1995-04-17,ID8477402,10412,0,0,0,0,0,0,0,0,,,,,,0
878,0,1,2,2,0,0,2,,0,0,0,0,0,0,0,2,745,133,0,LW,2023-10-19,Sammy Blais,STL,ARI,1996-06-17,ID8478104,9985,0,0,0,0,0,0,0,0,,,,,,0
907,0,0,4,0,0,0,0,,0,0,1,0,0,0,0,-1,787,120,0,LW,2023-10-19,Brandon Saad,STL,ARI,1992-10-27,ID8476438,11314,0,0,0,0,0,0,0,0,,,,,,0
800,1,1,3,2,0,0,0,0.0,0,1,0,0,0,0,0,2,680,120,0,LW,2023-10-19,Jakub Vrana,STL,ARI,1996-02-28,ID8477944,10095,0,0,0,0,0,0,0,0,,,,,,0
987,0,0,2,2,0,0,0,100.0,1,1,0,0,0,0,1,-1,766,120,101,RW,2023-10-19,Kasperi Kapanen,STL,ARI,1996-07-23,ID8477953,9949,0,0,0,0,0,0,0,0,,,,,,0
1186,0,0,1,5,0,0,0,,0,0,3,0,0,0,1,-1,964,120,102,D,2023-10-19,Justin Faulk,STL,ARI,1992-03-20,ID8475753,11535,0,0,0,0,0,0,0,0,,,,,,0
868,0,0,1,2,0,0,0,,0,0,3,1,0,0,1,-1,808,0,60,LW,2023-10-19,Jake Neighbours,STL,ARI,2002-03-29,ID8482089,7874,0,0,0,0,0,0,0,0,,,,,,0
870,0,0,0,1,0,0,2,,0,0,0,4,0,0,1,0,870,0,0,D,2023-10-19,Logan Stanley,WPG,VGK,1998-05-26,ID8479378,9277,0,0,0,0,0,0,0,0,,,,,,0
1278,0,0,1,2,0,0,0,,0,0,0,2,0,0,2,1,1150,0,128,D,2023-10-19,Dylan DeMelo,WPG,VGK,1993-05-01,ID8476331,11128,0,0,0,0,0,0,0,0,,,,,,0
1297,0,0,6,0,0,0,0,,0,0,0,2,0,0,0,-2,1201,96,0,LW,2023-10-19,Kyle Connor,WPG,VGK,1996-12-09,ID8478398,9810,0,0,0,0,0,0,0,0,,,,,,0
989,0,0,0,2,0,0,0,,0,0,1,0,0,0,2,1,838,0,151,D,2023-10-19,Ilya Lyubushkin,ANA,DAL,1994-04-06,ID8480950,10788,0,0,0,0,0,0,0,0,,,,,,0
1121,1,0,2,1,0,0,2,37.5,3,8,0,0,0,0,2,2,911,210,0,C,2023-10-19,Trevor Zegras,ANA,DAL,2001-03-20,ID8481533,8248,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Urho Vaakanainen,ANA,DAL,1999-01-01,ID8480001,9057,0,0,0,0,0,0,0,0,,,,,,0
619,0,0,0,3,0,0,0,30.0,3,10,1,0,0,0,0,0,484,0,135,C,2023-10-19,Bo Groulx,ANA,DAL,2000-02-06,ID8480870,8656,0,0,0,0,0,0,0,0,,,,,,0
1204,0,0,0,2,0,0,0,,0,0,0,1,0,0,2,0,1051,27,126,D,2023-10-19,Radko Gudas,ANA,DAL,1990-06-05,ID8475462,12189,0,0,0,0,0,0,0,0,,,,,,0
1176,0,0,3,2,0,0,0,,0,0,0,0,0,0,1,-1,893,150,133,RW,2023-10-19,Frank Vatrano,ANA,DAL,1994-03-14,ID8478366,10811,0,0,0,0,0,0,0,0,,,,,,0
678,0,0,2,0,0,0,2,0.0,0,2,0,1,0,0,1,0,448,163,67,RW,2023-10-19,Jakob Silfverberg,ANA,DAL,1990-10-13,ID8475164,12059,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Adam Henrique,ANA,DAL,1990-02-06,ID8474641,12308,0,0,0,0,0,0,0,0,,,,,,0
3467,0,0,24,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-19,John Gibson,ANA,DAL,1993-07-14,ID8476434,11054,0,21,0,1,20,1,21,2,L,87.5,0.0,100.0,95.23809523809523,0
1254,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,1090,42,122,D,2023-10-19,Jackson LaCombe,ANA,DAL,2001-01-09,ID8481605,8318,0,0,0,0,0,0,0,0,,,,,,0
788,0,0,3,2,0,0,0,,0,0,0,0,0,0,1,0,639,15,134,RW,2023-10-19,Brett Leason,ANA,DAL,1999-04-30,ID8481517,8938,0,0,0,0,0,0,0,0,,,,,,0
545,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,405,140,0,LW,2023-10-19,Max Jones,ANA,DAL,1998-02-17,ID8479368,9375,0,0,0,0,0,0,0,0,,,,,,0
1259,1,1,4,0,0,0,0,0.0,0,1,1,2,0,0,0,2,1034,201,24,RW,2023-10-19,Troy Terry,ANA,DAL,1997-09-10,ID8478873,9535,0,0,0,0,0,0,0,0,,,,,,0
640,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,633,7,0,LW,2023-10-19,Ross Johnston,ANA,DAL,1994-02-18,ID8477527,10835,0,0,0,0,0,0,0,0,,,,,,0
634,0,0,1,3,0,0,0,83.33,5,6,0,1,0,0,1,0,550,17,67,C,2023-10-19,Sam Carrick,ANA,DAL,1992-02-04,ID8475842,11580,0,0,0,0,0,0,0,0,,,,,,0
1107,0,0,4,1,0,0,0,50.0,3,6,0,2,0,0,1,-1,907,200,0,C,2023-10-19,Ryan Strome,ANA,DAL,1993-07-11,ID8476458,11057,0,0,0,0,0,0,0,0,,,,,,0
1357,0,0,2,1,0,0,0,,0,0,0,0,0,0,0,0,1081,128,148,D,2023-10-19,Cam Fowler,ANA,DAL,1991-12-05,ID8475764,11641,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Jamie Drysdale,ANA,DAL,2002-04-08,ID8482142,7864,0,0,0,0,0,0,0,0,,,,,,0
1140,0,1,2,0,0,0,0,14.29,1,7,1,2,0,0,0,2,895,222,23,C,2023-10-19,Leo Carlsson,ANA,DAL,2004-12-26,ID8484153,6871,0,0,0,0,0,0,0,0,,,,,,0
959,0,0,1,0,0,0,0,,0,0,0,1,0,0,1,0,959,0,0,D,2023-10-19,Tristan Luneau,ANA,DAL,2004-01-12,ID8483482,7220,0,0,0,0,0,0,0,0,,,,,,0
1103,1,0,2,3,0,0,0,,0,0,0,0,0,0,0,1,840,225,38,D,2023-10-19,Pavel Mintyukov,ANA,DAL,2003-11-25,ID8483490,7268,0,0,0,0,0,0,0,0,,,,,,0
936,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,936,0,0,D,2023-10-19,Dylan Samberg,WPG,VGK,1999-01-24,ID8480049,9034,0,0,0,0,0,0,0,0,,,,,,0
772,0,1,5,0,0,0,0,50.0,1,2,1,0,0,0,0,0,730,42,0,C,2023-10-19,Cole Perfetti,WPG,VGK,2002-01-01,ID8482149,7961,0,0,0,0,0,0,0,0,,,,,,0
782,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,722,0,60,C,2023-10-19,Morgan Barron,WPG,VGK,1998-12-02,ID8480289,9087,0,0,0,0,0,0,0,0,,,,,,0
785,0,2,7,0,1,0,2,,0,0,1,0,0,0,1,1,700,85,0,LW,2023-10-19,Alex Iafallo,WPG,VGK,1993-12-21,ID8480113,10894,0,0,0,0,0,0,0,0,,,,,,0
1362,0,0,1,4,0,0,0,,0,0,0,1,0,0,4,-2,1311,51,0,D,2023-10-19,Neal Pionk,WPG,VGK,1995-07-29,ID8480145,10309,0,0,0,0,0,0,0,0,,,,,,0
853,0,0,1,3,0,0,0,46.15,6,13,1,0,0,0,0,1,785,0,68,C,2023-10-19,Adam Lowry,WPG,VGK,1993-03-29,ID8476392,11161,0,0,0,0,0,0,0,0,,,,,,0
802,1,0,2,1,0,0,0,0.0,0,5,0,1,0,0,2,1,759,43,0,C,2023-10-19,Vladislav Namestnikov,WPG,VGK,1992-11-22,ID8476480,11288,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Declan Chisholm,WPG,VGK,2000-01-12,ID8480990,8681,0,0,0,0,0,0,0,0,,,,,,0
1030,1,0,0,0,0,0,2,,0,0,1,1,0,0,1,0,1030,0,0,D,2023-10-19,Marco Scandella,STL,ARI,1990-02-23,ID8474618,12291,0,0,0,0,0,0,0,0,,,,,,0
778,0,1,3,0,0,0,0,,0,0,0,0,0,0,0,1,608,170,0,RW,2023-10-19,JJ Peterka,BUF,CGY,2002-01-14,ID8482175,7948,0,0,0,0,0,0,0,0,,,,,,0
1156,1,0,3,0,0,1,0,40.0,2,5,0,0,0,0,0,-2,972,173,11,C,2023-10-19,Brayden Point,TBL,VAN,1996-03-13,ID8478010,10081,0,0,0,0,0,0,0,0,,,,,,0
805,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,1,745,60,0,LW,2023-10-19,James van Riemsdyk,BOS,SJS,1989-05-04,ID8474037,12586,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Ian Mitchell,BOS,SJS,1999-01-18,ID8480070,9040,0,0,0,0,0,0,0,0,,,,,,0
1516,0,0,2,0,0,0,0,,0,0,1,0,0,0,2,-1,1364,30,122,D,2023-10-19,Hampus Lindholm,BOS,SJS,1994-01-20,ID8476854,10864,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Patrick Brown,BOS,SJS,1992-05-29,ID8477887,11465,0,0,0,0,0,0,0,0,,,,,,0
1089,0,1,5,2,0,0,0,,0,0,0,1,0,0,0,1,1013,66,10,RW,2023-10-19,David Pastrnak,BOS,SJS,1996-05-25,ID8477956,10008,0,0,0,0,0,0,0,0,,,,,,0
999,1,0,2,1,0,0,2,40.0,8,20,0,0,0,0,1,1,951,0,48,C,2023-10-19,Charlie Coyle,BOS,SJS,1992-03-02,ID8475745,11553,0,0,0,0,0,0,0,0,,,,,,0
3600,0,0,27,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-19,Linus Ullmark,BOS,SJS,1993-07-31,ID8476999,11037,0,26,1,2,23,2,24,1,W,96.29629629629629,100.0,100.0,95.83333333333334,0
1095,0,0,4,0,0,0,0,50.0,7,14,1,1,0,0,0,1,869,66,160,C,2023-10-19,Pavel Zacha,BOS,SJS,1997-04-06,ID8478401,9692,0,0,0,0,0,0,0,0,,,,,,0
959,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,929,30,0,D,2023-10-19,Kevin Shattenkirk,BOS,SJS,1989-01-29,ID8474031,12681,0,0,0,0,0,0,0,0,,,,,,0
843,0,0,0,0,0,0,0,50.0,3,6,0,1,0,0,1,0,813,30,0,C,2023-10-19,Morgan Geekie,BOS,SJS,1998-07-20,ID8479987,9222,0,0,0,0,0,0,0,0,,,,,,0
738,0,0,0,0,0,0,0,44.44,4,9,0,1,0,0,0,-1,697,30,11,C,2023-10-19,Matthew Poitras,BOS,SJS,2004-03-10,ID8483505,7162,0,0,0,0,0,0,0,0,,,,,,0
952,0,0,0,1,0,0,0,,0,0,0,0,0,0,3,2,804,0,148,D,2023-10-19,Derek Forbort,BOS,SJS,1992-03-04,ID8475762,11551,0,0,0,0,0,0,0,0,,,,,,0
1370,0,0,3,0,0,0,0,,0,0,1,1,0,0,1,0,1198,66,106,D,2023-10-19,Charlie McAvoy,BOS,SJS,1997-12-21,ID8479325,9433,0,0,0,0,0,0,0,0,,,,,,0
732,0,0,0,2,0,0,0,,0,0,0,0,0,0,1,0,732,0,0,LW,2023-10-19,Milan Lucic,BOS,SJS,1988-06-07,ID8473473,12917,0,0,0,0,0,0,0,0,,,,,,0
1226,1,0,2,0,0,0,0,,0,0,0,0,0,0,3,1,1095,0,131,D,2023-10-19,Brandon Carlo,BOS,SJS,1996-11-26,ID8478443,9823,0,0,0,0,0,0,0,0,,,,,,0
1123,0,0,2,0,0,0,0,,0,0,0,1,0,0,1,1,1121,0,2,D,2023-10-19,Matt Grzelcyk,BOS,SJS,1994-01-05,ID8476891,10879,0,0,0,0,0,0,0,0,,,,,,0
1143,0,0,3,0,0,0,2,0.0,0,2,0,0,0,0,2,0,1040,36,67,LW,2023-10-19,Jake DeBrusk,BOS,SJS,1996-10-17,ID8478498,9863,0,0,0,0,0,0,0,0,,,,,,0
811,1,0,5,0,0,0,0,,0,0,0,0,0,0,1,1,811,0,0,C,2023-10-19,Trent Frederic,BOS,SJS,1998-02-11,ID8479365,9381,0,0,0,0,0,0,0,0,,,,,,0
1104,0,1,5,0,0,0,2,,0,0,0,0,0,0,1,1,943,66,95,LW,2023-10-19,Brad Marchand,BOS,SJS,1988-05-11,ID8473419,12944,0,0,0,0,0,0,0,0,,,,,,0
536,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,536,0,0,C,2023-10-19,Jakub Lauko,BOS,SJS,2000-03-28,ID8480880,8605,0,0,0,0,0,0,0,0,,,,,,0
1160,0,0,0,0,0,0,0,,0,0,1,0,0,0,2,-1,1004,9,147,D,2023-10-19,Alex Vlasic,CHI,COL,2001-06-05,ID8481568,8171,0,0,0,0,0,0,0,0,,,,,,0
1007,0,0,2,1,0,0,0,0.0,0,1,0,0,0,0,1,0,698,207,102,RW,2023-10-19,Taylor Raddysh,CHI,COL,1998-02-18,ID8479390,9374,0,0,0,0,0,0,0,0,,,,,,0
966,0,0,3,2,0,0,0,,0,0,0,0,0,0,0,0,571,206,189,LW,2023-10-19,Nick Foligno,CHI,COL,1987-10-31,ID8473422,13137,0,0,0,0,0,0,0,0,,,,,,0
1165,0,0,3,0,0,0,0,66.67,4,6,2,0,0,0,0,-1,924,241,0,C,2023-10-19,Ryan Donato,CHI,COL,1996-04-09,ID8477987,10054,0,0,0,0,0,0,0,0,,,,,,0
3600,0,0,41,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-19,Petr Mrazek,CHI,COL,1992-02-14,ID8475852,11570,0,37,7,0,30,1,32,8,L,90.2439024390244,87.5,0.0,93.75,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Jarred Tinordi,CHI,COL,1992-02-20,ID8475797,11564,0,0,0,0,0,0,0,0,,,,,,0
753,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,-1,492,261,0,RW,2023-10-19,Corey Perry,CHI,COL,1985-05-16,ID8470621,14035,0,0,0,0,0,0,0,0,,,,,,0
987,0,0,0,1,0,0,2,,0,0,0,0,0,0,0,-1,984,3,0,D,2023-10-19,Nikita Zaitsev,CHI,COL,1991-10-29,ID8479458,11678,0,0,0,0,0,0,0,0,,,,,,0
679,0,0,0,0,0,0,0,25.0,1,4,1,0,0,0,0,-1,623,56,0,C,2023-10-19,Andreas Athanasiou,CHI,COL,1994-08-06,ID8476960,10666,0,0,0,0,0,0,0,0,,,,,,0
947,0,0,0,0,0,0,2,75.0,3,4,0,0,0,0,1,-1,719,228,0,C,2023-10-19,Tyler Johnson,CHI,COL,1990-07-29,ID8474870,12135,0,0,0,0,0,0,0,0,,,,,,0
1392,0,0,1,0,0,0,0,,0,0,0,0,0,0,2,-1,899,279,214,D,2023-10-19,Seth Jones,CHI,COL,1994-10-03,ID8477495,10608,0,0,0,0,0,0,0,0,,,,,,0
799,0,0,1,2,0,0,0,36.36,4,11,0,0,0,0,1,-1,599,9,191,C,2023-10-19,Jason Dickinson,CHI,COL,1995-07-04,ID8477450,10334,0,0,0,0,0,0,0,0,,,,,,0
1084,0,0,0,5,0,0,0,,0,0,0,0,0,0,3,-1,983,9,92,D,2023-10-19,Connor Murphy,CHI,COL,1993-03-26,ID8476473,11164,0,0,0,0,0,0,0,0,,,,,,0
1056,0,0,1,1,0,0,2,,0,0,0,0,0,0,0,-1,821,235,0,LW,2023-10-19,Taylor Hall,CHI,COL,1991-11-14,ID8475791,11662,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Cole Guttman,CHI,COL,1999-04-06,ID8480252,8962,0,0,0,0,0,0,0,0,,,,,,0
839,0,0,2,0,0,0,0,50.0,2,4,0,1,0,0,2,-1,744,9,86,LW,2023-10-19,Boris Katchouk,CHI,COL,1998-06-18,ID8479383,9254,0,0,0,0,0,0,0,0,,,,,,0
1114,0,0,1,0,0,0,0,,0,0,0,0,0,0,2,-1,917,197,0,D,2023-10-19,Kevin Korchinski,CHI,COL,2004-06-21,ID8483466,7059,0,0,0,0,0,0,0,0,,,,,,0
622,0,0,1,1,0,0,0,33.33,1,3,0,0,0,0,0,0,569,9,44,RW,2023-10-19,MacKenzie Entwistle,CHI,COL,1999-07-14,ID8480025,8863,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-19,Reese Johnson,CHI,COL,1998-07-10,ID8481147,9232,0,0,0,0,0,0,0,0,,,,,,0
891,0,0,3,0,0,0,0,60.0,3,5,0,0,0,0,2,-2,711,180,0,LW,2023-10-19,Lukas Reichel,CHI,COL,2002-05-17,ID8482117,7825,0,0,0,0,0,0,0,0,,,,,,0
682,1,0,2,0,0,0,0,63.64,7,11,0,0,0,0,1,1,570,0,112,C,2023-10-19,John Beecher,BOS,SJS,2001-04-05,ID8481556,8232,0,0,0,0,0,0,0,0,,,,,,0
1074,0,0,3,3,0,0,2,,0,0,1,0,0,0,0,1,1061,13,0,D,2023-10-19,Kyle Burroughs,SJS,BOS,1995-07-12,ID8477335,10326,0,0,0,0,0,0,0,0,,,,,,0
1092,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,-1,954,138,0,C,2023-10-20,Adam Ruzicka,CGY,CBJ,1999-05-11,ID8480008,8928,0,0,0,0,0,0,0,0,,,,,,0
1020,0,1,5,1,1,0,0,,0,0,0,2,0,0,0,-2,794,226,0,RW,2023-10-20,Tyler Toffoli,NJD,NYI,1992-04-24,ID8475726,11501,0,0,0,0,0,0,0,0,,,,,,0
735,0,0,0,1,0,0,0,42.86,3,7,0,1,0,0,1,0,632,0,103,C,2023-10-20,Curtis Lazar,NJD,NYI,1995-02-02,ID8477508,10487,0,0,0,0,0,0,0,0,,,,,,0
1172,3,0,1,0,0,3,0,,0,0,1,0,0,0,0,0,897,231,44,LW,2023-10-20,Jesper Bratt,NJD,NYI,1998-07-30,ID8479407,9213,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-20,Tomas Nosek,NJD,NYI,1992-09-01,ID8477931,11371,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-20,Colin Miller,NJD,NYI,1992-10-29,ID8476525,11313,0,0,0,0,0,0,0,0,,,,,,0
707,0,0,4,2,0,0,0,,0,0,0,0,0,0,1,0,581,0,126,RW,2023-10-20,Nathan Bastian,NJD,NYI,1997-12-06,ID8479414,9449,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-20,Erik Haula,NJD,NYI,1991-03-23,ID8475287,11899,0,0,0,0,0,0,0,0,,,,,,0
952,0,0,2,0,0,0,2,52.94,9,17,0,0,0,0,0,-2,885,14,53,C,2023-10-20,Michael McLeod,NJD,NYI,1998-02-03,ID8479415,9390,0,0,0,0,0,0,0,0,,,,,,0
1268,1,0,1,1,0,0,0,,0,0,1,1,0,0,2,-1,1132,0,136,D,2023-10-20,John Marino,NJD,NYI,1997-05-21,ID8478507,9648,0,0,0,0,0,0,0,0,,,,,,0
1461,2,2,6,1,1,2,0,25.0,3,12,1,1,0,0,0,-2,1207,244,10,C,2023-10-20,Jack Hughes,NJD,NYI,2001-05-14,ID8481559,8194,0,0,0,0,0,0,0,0,,,,,,0
1313,0,1,7,0,1,0,0,,0,0,1,0,0,0,1,-2,1176,87,50,D,2023-10-20,Dougie Hamilton,NJD,NYI,1993-06-17,ID8476462,11082,0,0,0,0,0,0,0,0,,,,,,0
1177,0,0,1,2,0,0,2,,0,0,0,0,0,0,0,-2,1130,0,47,D,2023-10-20,Jonas Siegenthaler,NJD,NYI,1997-05-06,ID8478399,9663,0,0,0,0,0,0,0,0,,,,,,0
717,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,646,0,71,RW,2023-10-20,Simon Holmstrom,NYI,NJD,2001-05-24,ID8481601,8184,0,0,0,0,0,0,0,0,,,,,,0
1326,0,0,0,1,0,0,0,,0,0,1,1,0,0,4,1,1195,0,131,D,2023-10-20,Alexander Romanov,NYI,NJD,2000-01-06,ID8481014,8688,0,0,0,0,0,0,0,0,,,,,,0
858,0,0,0,1,0,0,0,,0,0,1,0,0,0,3,0,715,95,48,D,2023-10-20,Sebastian Aho,NYI,NJD,1996-02-17,ID8480222,10107,0,0,0,0,0,0,0,0,,,,,,0
570,0,0,0,1,0,0,0,,0,0,0,1,0,0,1,0,570,0,0,D,2023-10-20,Samuel Bolduc,NYI,NJD,2000-12-09,ID8481541,8350,0,0,0,0,0,0,0,0,,,,,,0
627,0,0,2,0,0,0,0,,0,0,0,0,0,0,1,0,627,0,0,RW,2023-10-20,Hudson Fasching,NYI,NJD,1995-07-28,ID8477392,10311,0,0,0,0,0,0,0,0,,,,,,0
1056,2,0,3,1,0,0,0,100.0,1,1,1,0,0,0,0,3,914,142,0,C,2023-10-20,Kyle Palmieri,NYI,NJD,1991-02-01,ID8475151,11949,0,0,0,0,0,0,0,0,,,,,,0
1242,2,0,3,1,0,1,2,,0,0,0,0,0,0,0,-3,1162,77,3,RW,2023-10-20,Timo Meier,NJD,NYI,1996-10-08,ID8478414,9873,0,0,0,0,0,0,0,0,,,,,,0
